
Tesla Inc,Last: 218.8,Change:  -3.73
"Date: August 20, 2023 at 10:38 PM EDT",Bid: 218.78,Ask: 218.8,Size: 2*5,"Volume: 136,276,584"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Aug 25 2023,TSLA230825C00185000,31.2,-3.5,30.7,31.35,323,0.6133,0.9659,0.0041,437,185.00,TSLA230825P00185000,0.24,0.015,0.22,0.25,7929,0.6148,-0.0342,0.0041,1335
Fri Aug 25 2023,TSLA230825C00187500,28.7,-3.575,28.25,28.8,238,0.5977,0.9575,0.005,120,187.50,TSLA230825P00187500,0.3,0.015,0.28,0.31,3165,0.5942,-0.0426,0.005,584
Fri Aug 25 2023,TSLA230825C00190000,25.96,-3.865,25.75,26.4,604,0.5755,0.9464,0.0063,276,190.00,TSLA230825P00190000,0.39,0.035,0.38,0.4,9283,0.5767,-0.0537,0.0063,2199
Fri Aug 25 2023,TSLA230825C00192500,23.9,-3.55,23.6,24.15,345,0.5679,0.9317,0.0078,174,192.50,TSLA230825P00192500,0.52,0.065,0.49,0.52,4224,0.5616,-0.0685,0.0078,1068
Fri Aug 25 2023,TSLA230825C00195000,21.43,-3.645,20.55,21.8,1653,0.5504,0.9126,0.0096,608,195.00,TSLA230825P00195000,0.66,0.085,0.64,0.66,10643,0.548,-0.0876,0.0096,3200
Fri Aug 25 2023,TSLA230825C00197500,19.1,-3.65,19,19.45,490,0.5346,0.8881,0.0118,238,197.50,TSLA230825P00197500,0.89,0.135,0.88,0.9,6248,0.5374,-0.1121,0.0118,902
Fri Aug 25 2023,TSLA230825C00200000,17.15,-3.325,16.05,17.1,4734,0.5257,0.8574,0.0143,887,200.00,TSLA230825P00200000,1.14,0.175,1.15,1.19,56003,0.5254,-0.1428,0.0143,10894
Fri Aug 25 2023,TSLA230825C00202500,14.55,-3.7,14.55,15.05,1090,0.519,0.8201,0.017,170,202.50,TSLA230825P00202500,1.54,0.28,1.5,1.56,7898,0.5161,-0.1805,0.017,1399
Fri Aug 25 2023,TSLA230825C00205000,12.7,-3.425,12.55,12.9,1657,0.5062,0.7756,0.0197,286,205.00,TSLA230825P00205000,2.01,0.39,2,2.06,26493,0.5066,-0.2252,0.0198,4594
Fri Aug 25 2023,TSLA230825C00207500,10.85,-3.2,10.65,11.2,1938,0.4977,0.7239,0.0224,195,207.50,TSLA230825P00207500,2.59,0.53,2.54,2.65,12039,0.4985,-0.2767,0.0225,1834
Fri Aug 25 2023,TSLA230825C00210000,9.1,-3.05,9,9.15,7604,0.4884,0.6656,0.0248,825,210.00,TSLA230825P00210000,3.35,0.73,3.3,3.4,45938,0.4915,-0.3353,0.0249,8244
Fri Aug 25 2023,TSLA230825C00212500,7.35,-2.95,6.8,7.6,9478,0.4814,0.6015,0.0267,315,212.50,TSLA230825P00212500,4.25,0.95,4.2,4.3,25604,0.4821,-0.3996,0.0268,3115
Fri Aug 25 2023,TSLA230825C00215000,6.05,-2.6,6,6.15,36006,0.4752,0.5334,0.0278,968,215.00,TSLA230825P00215000,5.33,1.205,5.2,5.35,50526,0.4738,-0.468,0.028,5332
Fri Aug 25 2023,TSLA230825C00217500,4.8,-2.325,4.65,4.85,29556,0.4714,0.4635,0.0281,956,217.50,TSLA230825P00217500,6.54,1.415,6.45,6.6,15252,0.4698,-0.5384,0.0283,2659
Fri Aug 25 2023,TSLA230825C00220000,3.78,-1.995,3.7,3.8,47647,0.4654,0.3942,0.0275,3074,220.00,TSLA230825P00220000,8.02,1.745,7.9,8.1,14714,0.4658,-0.6081,0.0276,7695
Fri Aug 25 2023,TSLA230825C00222500,2.87,-1.755,2.87,2.9,14623,0.4644,0.3284,0.0259,2455,222.50,TSLA230825P00222500,9.75,2.15,9.5,9.7,4271,0.4621,-0.6745,0.0262,3568
Fri Aug 25 2023,TSLA230825C00225000,2.19,-1.485,2.14,2.23,47105,0.4631,0.2683,0.0237,7764,225.00,TSLA230825P00225000,11.59,2.465,11.3,11.55,5703,0.4626,-0.7352,0.0239,8706
Fri Aug 25 2023,TSLA230825C00227500,1.63,-1.225,1.62,1.69,9053,0.4642,0.2157,0.021,3564,227.50,TSLA230825P00227500,13.4,2.55,13.25,13.65,1487,0.4616,-0.7884,0.0213,2814
Fri Aug 25 2023,TSLA230825C00230000,1.24,-0.96,1.22,1.27,43999,0.4682,0.1712,0.0181,11942,230.00,TSLA230825P00230000,15.2,2.5,15.25,15.7,3077,0.4646,-0.8333,0.0184,5736
Fri Aug 25 2023,TSLA230825C00232500,0.91,-0.785,0.92,0.97,8211,0.4746,0.1355,0.0153,3057,232.50,TSLA230825P00232500,17.65,2.95,17.3,17.85,1464,0.4686,-0.8698,0.0156,2212
Fri Aug 25 2023,TSLA230825C00235000,0.72,-0.58,0.71,0.74,25050,0.483,0.1069,0.0127,14891,235.00,TSLA230825P00235000,20,3.2,19.6,20.7,4468,0.4776,-0.8987,0.0131,6525
Fri Aug 25 2023,TSLA230825C00237500,0.55,-0.465,0.53,0.57,4149,0.4895,0.0851,0.0106,6480,237.50,TSLA230825P00237500,22.3,3.275,21.95,22.6,398,0.4868,-0.9212,0.0109,2828
Fri Aug 25 2023,TSLA230825C00240000,0.43,-0.355,0.42,0.45,24799,0.5036,0.0683,0.0087,13780,240.00,TSLA230825P00240000,24.93,3.63,24.3,25.05,1386,0.4994,-0.9385,0.0091,8019
Fri Aug 25 2023,TSLA230825C00242500,0.34,-0.275,0.34,0.37,2738,0.5141,0.0552,0.0072,5014,242.50,TSLA230825P00242500,27.09,3.44,26.7,27.45,668,0.503,-0.9518,0.0076,2704
Fri Aug 25 2023,TSLA230825C00245000,0.27,-0.225,0.27,0.28,5423,0.5273,0.0452,0.006,6054,245.00,TSLA230825P00245000,29.4,3.375,29.15,29.9,819,0.5163,-0.9621,0.0063,4216
Fri Aug 25 2023,TSLA230825C00247500,0.22,-0.175,0.2,0.24,1904,0.5409,0.0374,0.005,3053,247.50,TSLA230825P00247500,31.88,3.43,31.65,32.95,632,0.5214,-0.9701,0.0053,1759
Fri Aug 25 2023,TSLA230825C00250000,0.19,-0.145,0.18,0.19,13188,0.5543,0.0313,0.0042,11494,250.00,TSLA230825P00250000,34.27,3.37,34.2,35.4,859,0.5338,-0.9765,0.0045,5227
Fri Aug 25 2023,TSLA230825C00252500,0.16,-0.115,0.15,0.16,1082,0.5743,0.0264,0.0036,2092,252.50,TSLA230825P00252500,36.85,3.5,36.7,37.3,109,0.536,-0.9816,0.0039,1213
Fri Aug 25 2023,TSLA230825C00255000,0.14,-0.095,0.13,0.15,2917,0.5857,0.0224,0.003,6578,255.00,TSLA230825P00255000,39.3,3.475,39.05,39.8,133,0.5642,-0.9856,0.0033,3459
Fri Aug 25 2023,TSLA230825C00257500,0.12,-0.075,0.11,0.13,2624,0.6001,0.0192,0.0026,1811,257.50,TSLA230825P00257500,42.72,4.445,41.7,42.3,58,0.6749,-0.9889,0.0029,652
Fri Aug 25 2023,TSLA230825C00260000,0.09,-0.075,0.09,0.11,10193,0.6155,0.0166,0.0022,8613,260.00,TSLA230825P00260000,44.4,3.65,44.05,44.75,118,0.65,-0.9916,0.0025,2647
Fri Aug 25 2023,TSLA230825C00262500,0.09,-0.055,0.08,0.09,554,0.6284,0.0145,0.0019,1425,262.50,TSLA230825P00262500,46.55,3.325,46.75,47.25,13,0.6779,-0.9939,0.0022,103
Fri Aug 25 2023,TSLA230825C00265000,0.07,-0.055,0.07,0.08,3695,0.6438,0.0127,0.0017,6262,265.00,TSLA230825P00265000,47.45,1.675,48.6,50.4,2795,0,-0.9956,0.0018,1223
Fri Aug 25 2023,TSLA230825C00267500,0.07,-0.045,0.05,0.07,412,0.6572,0.0112,0.0015,980,267.50,TSLA230825P00267500,53.3,5.025,51.1,53.1,1,0.7923,-0.9969,0.0015,5
Fri Aug 25 2023,TSLA230825C00270000,0.06,-0.045,0.05,0.06,2381,0.6681,0.0099,0.0013,7321,270.00,TSLA230825P00270000,54.5,3.85,53.6,55.6,1788,0.8206,-0.9978,0.0012,170
Fri Aug 25 2023,TSLA230825C00272500,0.04,-0.045,0.04,0.05,427,0.6761,0.0088,0.0011,1038,272.50,TSLA230825P00272500,47.35,0,56.1,57.8,0,0,-0.9986,0.0008,0
Fri Aug 25 2023,TSLA230825C00275000,0.04,-0.035,0.04,0.05,682,0.6991,0.0079,0.001,4112,275.00,TSLA230825P00275000,58.4,2.75,58.6,60.6,2,0.8759,-0.9991,0.0005,3
Fri Aug 25 2023,TSLA230825C00277500,0.04,-0.035,0.03,0.05,171,0.7125,0.0071,0.0009,621,277.50,TSLA230825P00277500,62.5,4.375,61.1,63.1,8,0.903,-0.9995,0.0003,6
Fri Aug 25 2023,TSLA230825C00280000,0.03,-0.035,0.03,0.05,1294,0.7347,0.0064,0.0008,4945,280.00,TSLA230825P00280000,64.8,4.175,63.6,65.3,21,0,-0.9998,0.0001,21
Fri Aug 25 2023,TSLA230825C00282500,0.03,-0.025,0.03,0.04,311,0.7459,0.0058,0.0007,511,282.50,TSLA230825P00282500,58.14,0,66.1,68.1,0,0.956,-1,0,0
Fri Aug 25 2023,TSLA230825C00285000,0.03,-0.025,0.02,0.03,267,0.7414,0.0052,0.0006,3198,285.00,TSLA230825P00285000,67.15,1.5,68.6,70.55,10,0.9821,-1,0,10
Fri Aug 25 2023,TSLA230825C00287500,0.03,-0.015,0.02,0.03,1288,0.762,0.0047,0.0006,583,287.50,TSLA230825P00287500,72.6,4.45,71.1,73.1,1,1.0078,-1,0,0
Fri Aug 25 2023,TSLA230825C00290000,0.02,-0.025,0.02,0.03,655,0.7823,0.0043,0.0005,5321,290.00,TSLA230825P00290000,75.85,5.2,73.6,75.55,182,1.0332,-1,0,69
Fri Aug 25 2023,TSLA230825C00292500,0.02,-0.015,0.01,0.03,1488,0.7853,0.0039,0.0005,672,292.50,TSLA230825P00292500,0,0,76.1,78.1,0,1.0583,-1,0,0
Fri Aug 25 2023,TSLA230825C00295000,0.02,-0.015,0.01,0.03,471,0.8049,0.0036,0.0004,1873,295.00,TSLA230825P00295000,82.2,6.55,78.6,80.5,2,1.0081,-1,0,1
Fri Aug 25 2023,TSLA230825C00297500,0.02,-0.015,0.01,0.03,510,0.8242,0.0033,0.0004,371,297.50,TSLA230825P00297500,83,4.925,81.05,83,4,0.9883,-1,0,4
Fri Aug 25 2023,TSLA230825C00300000,0.02,-0.015,0.01,0.02,380,0.8214,0.003,0.0004,8116,300.00,TSLA230825P00300000,84.2,3.575,83.6,85.5,1,1.0544,-1,0,41
Fri Aug 25 2023,TSLA230825C00302500,0.01,-0.015,0.01,0.17,182,0.8399,0.0028,0.0003,78,302.50,TSLA230825P00302500,0,0,86.05,88.05,0,1.1339,-1,0,0
Fri Aug 25 2023,TSLA230825C00305000,0.01,-0.015,0.01,0.02,133,0.8582,0.0025,0.0003,1676,305.00,TSLA230825P00305000,90.5,4.85,88.55,90.5,3,1.0547,-1,0,0
Fri Aug 25 2023,TSLA230825C00310000,0.01,-0.015,0.01,0.02,323,0.8942,0.0021,0.0002,1824,310.00,TSLA230825P00310000,92.93,2.305,93.55,95.55,100,1.2032,-1,0,1
Fri Aug 25 2023,TSLA230825C00315000,0.01,-0.015,0,0.01,327,0.8503,0.0018,0.0002,3558,315.00,TSLA230825P00315000,65.57,0,98.55,100.55,0,1.2483,-1,0,0
Fri Aug 25 2023,TSLA230825C00320000,0.01,-0.005,0,0.01,674,0.8824,0.0016,0.0002,3638,320.00,TSLA230825P00320000,100.95,0,103.55,105.55,0,1.2924,-1,0,19
Fri Aug 25 2023,TSLA230825C00325000,0.01,-0.005,0,0.01,136,0.9139,0.0014,0.0001,3490,325.00,TSLA230825P00325000,66,0,108.55,110.55,0,1.3356,-1,0,0
Fri Aug 25 2023,TSLA230825C00330000,0.01,-0.005,0,0.01,3,0.9449,0.0012,0.0001,1609,330.00,TSLA230825P00330000,97.05,0,113.55,115.6,0,1.378,-1,0,1
Fri Aug 25 2023,TSLA230825C00335000,0.01,-0.005,0,0.01,4,0.9753,0.001,0.0001,698,335.00,TSLA230825P00335000,71.35,0,118.55,120.55,0,1.4196,-1,0,0
Fri Aug 25 2023,TSLA230825C00340000,0.01,0.005,0,0.01,4,1.0051,0.0009,0.0001,1300,340.00,TSLA230825P00340000,0,0,123.55,125.6,0,1.4605,-1,0,0
Fri Aug 25 2023,TSLA230825C00345000,0.01,0.005,0,0.01,1,1.0344,0.0008,0.0001,791,345.00,TSLA230825P00345000,0,0,128.55,130.55,0,1.5006,-1,0,0
Fri Aug 25 2023,TSLA230825C00350000,0.01,0.005,0,0.01,2,1.0632,0.0007,0.0001,2098,350.00,TSLA230825P00350000,135,4.4,133.55,135.5,12,1.4152,-1,0,10
Fri Aug 25 2023,TSLA230825C00355000,0.01,0.005,0,0.01,1,1.0915,0.0006,0.0001,316,355.00,TSLA230825P00355000,0,0,138.55,140.55,0,1.5788,-1,0,0
Fri Aug 25 2023,TSLA230825C00360000,0.01,0.005,0,0.01,10,1.1194,0.0005,0.0001,540,360.00,TSLA230825P00360000,132.95,0,143.55,145.55,0,1.6169,-1,0,4
Fri Aug 25 2023,TSLA230825C00365000,0.01,0.005,0,0.01,5,1.1468,0.0005,0,661,365.00,TSLA230825P00365000,137.97,0,148.55,150.55,0,1.6543,-1,0,0
Fri Aug 25 2023,TSLA230825C00370000,0.01,0.005,0,0.01,1,1.1737,0.0004,0,252,370.00,TSLA230825P00370000,0,0,153.55,155.55,0,1.6912,-1,0,0
Fri Aug 25 2023,TSLA230825C00375000,0.03,0,0,0.01,0,1.2002,0.0004,0,113,375.00,TSLA230825P00375000,0,0,158.55,160.55,0,1.7275,-1,0,0
Fri Aug 25 2023,TSLA230825C00380000,0.01,0,0,0.01,0,1.2264,0.0003,0,540,380.00,TSLA230825P00380000,0,0,163.55,165.55,0,1.7632,-1,0,0
Fri Aug 25 2023,TSLA230825C00385000,0.01,0,0,0.01,0,1.2521,0.0003,0,216,385.00,TSLA230825P00385000,0,0,168.55,170.55,0,1.7983,-1,0,0
Fri Aug 25 2023,TSLA230825C00390000,0.01,0,0,0.01,0,1.2774,0.0003,0,236,390.00,TSLA230825P00390000,146.2,0,173.55,175.55,0,1.8329,-1,0,3
Fri Aug 25 2023,TSLA230825C00395000,0.01,0,0,0.01,0,1.3024,0.0002,0,438,395.00,TSLA230825P00395000,151.22,0,178.55,180.55,0,1.8317,-1,0,0
Fri Aug 25 2023,TSLA230825C00400000,0.01,0,0,0.01,0,1.327,0.0002,0,931,400.00,TSLA230825P00400000,166.92,0,183.55,185.55,0,1.9006,-1,0,3
Fri Aug 25 2023,TSLA230825C00405000,0.01,0,0,0.01,0,1.3512,0.0002,0,99,405.00,TSLA230825P00405000,139.07,0,188.55,190.55,0,1.9338,-1,0,0
Fri Aug 25 2023,TSLA230825C00410000,0.01,0,0,0.01,0,1.3751,0.0002,0,123,410.00,TSLA230825P00410000,0,0,193.55,195.55,0,1.9665,-1,0,0
Fri Aug 25 2023,TSLA230825C00415000,0.01,0,0,0.01,0,1.3987,0.0002,0,242,415.00,TSLA230825P00415000,0,0,198.55,200.55,0,1.9987,-1,0,0
Fri Aug 25 2023,TSLA230825C00420000,0.01,0.005,0,0.01,1,1.4219,0.0001,0,495,420.00,TSLA230825P00420000,147,0,203.55,205.55,0,2.0304,-1,0,0
Fri Aug 25 2023,TSLA230825C00425000,0.01,0,0,0.01,0,1.4448,0.0001,0,167,425.00,TSLA230825P00425000,0,0,208.55,210.55,0,2.024,-1,0,0
Fri Aug 25 2023,TSLA230825C00430000,0.06,0,0,0.01,0,1.4675,0.0001,0,18,430.00,TSLA230825P00430000,0,0,213.55,215.55,0,2.0546,-1,0,0
Fri Aug 25 2023,TSLA230825C00435000,0.01,0,0,0.01,0,1.4898,0.0001,0,55,435.00,TSLA230825P00435000,0,0,218.55,220.55,0,2.0848,-1,0,0
Fri Aug 25 2023,TSLA230825C00440000,0.01,0,0,0.01,0,1.5118,0.0001,0,54,440.00,TSLA230825P00440000,0,0,223.55,225.55,0,2.1146,-1,0,0
Fri Aug 25 2023,TSLA230825C00445000,0.01,0,0,0.01,0,1.5336,0.0001,0,87,445.00,TSLA230825P00445000,0,0,228.55,230.55,0,2.144,-1,0,0
Fri Aug 25 2023,TSLA230825C00450000,0.01,0,0,0.01,0,1.555,0.0001,0,84,450.00,TSLA230825P00450000,183.38,0,233.55,235.55,0,2.1731,-1,0,0
Fri Aug 25 2023,TSLA230825C00455000,0.01,0,0,0.01,0,1.5762,0.0001,0,124,455.00,TSLA230825P00455000,0,0,238.55,240.55,0,2.2018,-1,0,0
Fri Aug 25 2023,TSLA230825C00460000,0.02,0,0,0.01,0,1.5971,0.0001,0,257,460.00,TSLA230825P00460000,0,0,243.55,245.55,0,2.2301,-1,0,0
Fri Aug 25 2023,TSLA230825C00465000,0.01,0,0,0.01,0,1.6178,0.0001,0,181,465.00,TSLA230825P00465000,0,0,248.55,250.55,0,2.2581,-1,0,0
Fri Aug 25 2023,TSLA230825C00470000,0.01,0,0,0.01,0,1.6382,0.0001,0,39,470.00,TSLA230825P00470000,0,0,253.55,255.5,0,2.2858,-1,0,0
Fri Aug 25 2023,TSLA230825C00475000,0.01,0,0,0.01,0,1.6584,0,0,93,475.00,TSLA230825P00475000,230.2,0,258.55,260.55,0,2.3132,-1,0,0
Fri Aug 25 2023,TSLA230825C00480000,0.02,0,0,0.01,0,1.6784,0,0,56,480.00,TSLA230825P00480000,0,0,263.55,265.5,0,2.3402,-1,0,0
Fri Aug 25 2023,TSLA230825C00485000,0.01,0,0,0.01,0,1.6981,0,0,519,485.00,TSLA230825P00485000,0,0,268.55,270.55,0,2.367,-1,0,0
Fri Aug 25 2023,TSLA230825C00490000,0.03,0,0,0.01,0,1.7175,0,0,47,490.00,TSLA230825P00490000,0,0,273.55,275.5,0,2.3934,-1,0,0
Fri Aug 25 2023,TSLA230825C00495000,0.05,0,0,0.01,0,1.7368,0,0,51,495.00,TSLA230825P00495000,237.9,0,278.55,280.5,0,2.4196,-1,0,0
Fri Aug 25 2023,TSLA230825C00500000,0.01,0.005,0,0.01,2,1.7558,0,0,1181,500.00,TSLA230825P00500000,0,0,283.55,285.55,0,2.4455,-1,0,0
