
"Advanced Micro Devices, Inc.",Last: 105.6,Change:  1.01
"Date: August 20, 2023 at 10:35 PM EDT",Bid: 105.55,Ask: 105.7,Size: 2*3,"Volume: 59,916,675"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Aug 25 2023,AMD230825C00112000,0.82,-0.035,0.81,0.84,2511,0.5011,0.2082,0.0389,3419,112.00,AMD230825P00112000,7.25,-1.175,7.2,7.35,312,0.4984,-0.7952,0.0394,1161
Fri Aug 25 2023,AMD230825C00113000,0.64,-0.065,0.65,0.71,2171,0.508,0.1739,0.0348,2410,113.00,AMD230825P00113000,8.32,-0.955,8,8.3,119,0.5097,-0.83,0.0353,973
Fri Aug 25 2023,AMD230825C00114000,0.52,-0.065,0.52,0.57,1751,0.5106,0.1443,0.0307,3306,114.00,AMD230825P00114000,8.75,-1.4,8.85,9.15,591,0.4914,-0.86,0.0312,1209
Fri Aug 25 2023,AMD230825C00115000,0.42,-0.06,0.41,0.45,7304,0.5117,0.1195,0.0268,11014,115.00,AMD230825P00115000,10.06,-0.99,9.75,10.05,282,0.5119,-0.8851,0.0273,2987
Fri Aug 25 2023,AMD230825C00116000,0.34,-0.055,0.34,0.37,1105,0.5161,0.0992,0.0232,1895,116.00,AMD230825P00116000,10.4,-1.575,10.7,11.05,93,0.5478,-0.9059,0.0237,1348
Fri Aug 25 2023,AMD230825C00117000,0.28,-0.05,0.28,0.29,1324,0.5223,0.0826,0.02,1891,117.00,AMD230825P00117000,11.9,-1.025,11.65,12,130,0.5633,-0.9228,0.0205,620
Fri Aug 25 2023,AMD230825C00118000,0.22,-0.055,0.22,0.23,1236,0.5275,0.0692,0.0172,2228,118.00,AMD230825P00118000,12.85,-1.025,12.6,12.95,56,0.5752,-0.9366,0.0177,638
Fri Aug 25 2023,AMD230825C00119000,0.19,-0.04,0.18,0.2,735,0.5353,0.0582,0.0148,1334,119.00,AMD230825P00119000,13.85,-0.975,13.55,13.9,23,0.5828,-0.9478,0.0153,181
Fri Aug 25 2023,AMD230825C00120000,0.16,-0.035,0.15,0.16,4852,0.5449,0.0493,0.0127,6654,120.00,AMD230825P00120000,14.33,-1.47,14.5,14.85,44,0.5516,-0.9569,0.0133,535
Fri Aug 25 2023,AMD230825C00121000,0.13,-0.035,0.12,0.13,552,0.5503,0.042,0.011,1286,121.00,AMD230825P00121000,15.55,-1.225,15.5,15.85,15,0.6142,-0.9645,0.0115,154
Fri Aug 25 2023,AMD230825C00122000,0.1,-0.045,0.1,0.11,222,0.5596,0.036,0.0095,1200,122.00,AMD230825P00122000,18.32,0.57,16.4,16.9,1,0.5862,-0.9707,0.01,69
Fri Aug 25 2023,AMD230825C00123000,0.09,-0.035,0.08,0.09,138,0.5652,0.031,0.0082,702,123.00,AMD230825P00123000,17.94,-0.785,17.25,17.85,3,0.6127,-0.9759,0.0088,122
Fri Aug 25 2023,AMD230825C00124000,0.07,-0.035,0.07,0.08,63,0.5784,0.0268,0.0072,913,124.00,AMD230825P00124000,19.05,-0.65,18.4,18.85,3,0.6122,-0.9802,0.0077,30
Fri Aug 25 2023,AMD230825C00125000,0.06,-0.025,0.06,0.07,402,0.5894,0.0233,0.0063,1815,125.00,AMD230825P00125000,20.2,-0.5,19.4,19.85,6,0.6646,-0.9838,0.0068,109
Fri Aug 25 2023,AMD230825C00126000,0.05,-0.035,0.05,0.06,218,0.598,0.0204,0.0055,743,126.00,AMD230825P00126000,20.71,-0.99,20.45,20.75,1,0.6618,-0.9868,0.006,24
Fri Aug 25 2023,AMD230825C00127000,0.03,-0.035,0.04,0.05,77,0.6036,0.018,0.0048,566,127.00,AMD230825P00127000,17.55,0,21.35,21.8,0,0.7149,-0.9894,0.0054,9
Fri Aug 25 2023,AMD230825C00128000,0.05,-0.015,0.03,0.05,232,0.6156,0.0159,0.0043,336,128.00,AMD230825P00128000,23.53,0,22.35,22.8,0,0.6712,-0.9915,0.0047,10
Fri Aug 25 2023,AMD230825C00129000,0.04,-0.015,0.03,0.04,27,0.626,0.0141,0.0038,251,129.00,AMD230825P00129000,21.7,0,23.35,23.85,0,0.7338,-0.9934,0.0043,0
Fri Aug 25 2023,AMD230825C00130000,0.06,0.015,0.02,0.04,393,0.6344,0.0126,0.0034,1658,130.00,AMD230825P00130000,21.65,0,24.35,24.85,0,0.7572,-0.995,0.0039,6
Fri Aug 25 2023,AMD230825C00131000,0.03,-0.015,0.02,0.03,88,0.6404,0.0113,0.003,14,131.00,AMD230825P00131000,0,0,25.3,25.85,0,0.7386,-0.9962,0.0033,0
Fri Aug 25 2023,AMD230825C00132000,0.04,0,0,0.03,0,0.66,0.0102,0.0027,55,132.00,AMD230825P00132000,0,0,26.3,27.05,0,0.8858,-0.9972,0.0028,0
Fri Aug 25 2023,AMD230825C00133000,0.02,-0.015,0.01,0.03,1,0.6624,0.0092,0.0024,63,133.00,AMD230825P00133000,25.08,0,27.3,27.85,0,0.7823,-0.9979,0.0023,1
Fri Aug 25 2023,AMD230825C00134000,0.03,0.005,0.01,0.02,16,0.6602,0.0083,0.0022,113,134.00,AMD230825P00134000,0,0,28.3,28.8,0,0,-0.9986,0.0016,0
Fri Aug 25 2023,AMD230825C00135000,0.01,-0.015,0.01,0.02,172,0.6783,0.0075,0.002,721,135.00,AMD230825P00135000,27.53,0,29.3,29.8,0,0,-0.999,0.001,0
Fri Aug 25 2023,AMD230825C00136000,0.02,-0.005,0.01,0.02,2,0.6962,0.0068,0.0018,25,136.00,AMD230825P00136000,0,0,30.3,30.9,0,0.8918,-0.9994,0.0006,0
Fri Aug 25 2023,AMD230825C00137000,0.02,0,0.01,0.02,0,0.714,0.0062,0.0016,3,137.00,AMD230825P00137000,0,0,31.3,31.85,0,0.8668,-0.9996,0.0004,0
Fri Aug 25 2023,AMD230825C00138000,0.02,0,0,0.02,0,0.7024,0.0057,0.0015,159,138.00,AMD230825P00138000,0,0,32.25,32.9,0,0.8874,-0.9998,0.0002,0
Fri Aug 25 2023,AMD230825C00140000,0.01,-0.005,0,0.01,337,0.6907,0.0048,0.0012,1524,140.00,AMD230825P00140000,27.05,0,34.3,34.85,0,0.9279,-1,0,0
Fri Aug 25 2023,AMD230825C00145000,0.01,0.005,0,0.01,1,0.7676,0.0032,0.0008,870,145.00,AMD230825P00145000,28.4,0,39.25,39.8,0,0,-1,0,0
Fri Aug 25 2023,AMD230825C00150000,0.01,0,0,0.01,0,0.8411,0.0022,0.0005,920,150.00,AMD230825P00150000,42.9,0,44.3,44.85,0,1.1194,-1,0,0
Fri Aug 25 2023,AMD230825C00155000,0.01,0,0,0.01,0,0.9116,0.0016,0.0004,896,155.00,AMD230825P00155000,38.45,0,49.3,49.85,0,1.2091,-1,0,0
Fri Aug 25 2023,AMD230825C00160000,0.01,0.005,0,0.01,2,0.9792,0.0012,0.0003,236,160.00,AMD230825P00160000,43.25,0,54.3,54.8,0,0,-1,0,0
Fri Aug 25 2023,AMD230825C00165000,0.01,0,0,0.01,0,1.0443,0.0009,0.0002,267,165.00,AMD230825P00165000,48.2,0,59.3,59.9,0,1.4421,-1,0,0
Fri Aug 25 2023,AMD230825C00170000,0.01,0,0,0.01,0,1.107,0.0007,0.0001,57,170.00,AMD230825P00170000,0,0,64.3,64.9,0,1.5244,-1,0,0
Fri Aug 25 2023,AMD230825C00175000,0.01,0,0,0.01,0,1.1676,0.0005,0.0001,322,175.00,AMD230825P00175000,0,0,69.3,69.8,0,0,-1,0,0
Fri Aug 25 2023,AMD230825C00180000,0.01,0,0,0.01,0,1.226,0.0004,0.0001,265,180.00,AMD230825P00180000,0,0,74.2,74.8,0,1.6804,-1,0,0
Fri Aug 25 2023,AMD230825C00185000,0.01,0,0,0.01,0,1.2826,0.0003,0.0001,433,185.00,AMD230825P00185000,82,1.325,79.3,79.9,1,1.7547,-1,0,0
Fri Sep 01 2023,AMD230901C00025000,0,0,79.9,81.1,0,0,0.9999,0,0,25.00,AMD230901P00025000,0,0,0,0.04,0,2.3455,-0.0004,0,0
Fri Sep 01 2023,AMD230901C00030000,81.7,0,74.95,76,0,0,0.9998,0,5,30.00,AMD230901P00030000,0,0,0,0.16,0,2.0551,-0.0004,0,0
Fri Sep 01 2023,AMD230901C00035000,0,0,70.15,70.9,0,0,0.9997,0,0,35.00,AMD230901P00035000,0,0,0,0.16,0,1.8106,-0.0005,0,0
Fri Sep 01 2023,AMD230901C00040000,0,0,65.2,65.85,0,0,0.9996,0.0001,0,40.00,AMD230901P00040000,0.01,0,0,0.16,0,1.5993,-0.0006,0.0001,1
Fri Sep 01 2023,AMD230901C00045000,0,0,60.15,61.15,0,1.8723,0.9994,0.0001,0,45.00,AMD230901P00045000,0,0,0,0.01,0,1.4131,-0.0008,0.0001,0
Fri Sep 01 2023,AMD230901C00050000,66.8,0,55.25,55.95,0,1.4244,0.9992,0.0001,0,50.00,AMD230901P00050000,0.02,0,0,0.04,0,1.413,-0.001,0.0001,18
Fri Sep 01 2023,AMD230901C00055000,58.64,0,50.35,50.9,0,1.3252,0.999,0.0002,1,55.00,AMD230901P00055000,0.01,0,0,0.03,0,1.2089,-0.0013,0.0002,114
Fri Sep 01 2023,AMD230901C00060000,44.24,-0.235,45.2,45.85,1,0,0.9985,0.0003,2,60.00,AMD230901P00060000,0.01,0.005,0,0.02,130,1.0174,-0.0017,0.0003,126
Fri Sep 01 2023,AMD230901C00065000,46.02,0,40.3,41,0,1.023,0.9978,0.0004,12,65.00,AMD230901P00065000,0.01,0,0,0.02,0,0.883,-0.0025,0.0004,343
Fri Sep 01 2023,AMD230901C00070000,36.02,1.545,35.15,35.9,2,0,0.9963,0.0007,10,70.00,AMD230901P00070000,0.02,-0.005,0.02,0.03,8,0.8321,-0.004,0.0007,282
Fri Sep 01 2023,AMD230901C00075000,30.11,0.61,30.25,30.9,3,0,0.9935,0.0012,7,75.00,AMD230901P00075000,0.03,-0.005,0.02,0.04,168,0.7198,-0.0067,0.0012,213
Fri Sep 01 2023,AMD230901C00078000,0,0,0,0,0,0,0,0,0,78.00,AMD230901P00078000,0,0,0,0,0,0,0,0,0
Fri Sep 01 2023,AMD230901C00079000,0,0,0,0,0,0,0,0,0,79.00,AMD230901P00079000,0,0,0,0,0,0,0,0,0
Fri Sep 01 2023,AMD230901C00080000,25.63,1.08,25.4,25.95,165,0,0.9883,0.0023,36,80.00,AMD230901P00080000,0.05,-0.025,0.04,0.06,107,0.6368,-0.012,0.0023,293
Fri Sep 01 2023,AMD230901C00081000,0,0,0,0,0,0,0,0,0,81.00,AMD230901P00081000,0,0,0,0,0,0,0,0,0
Fri Sep 01 2023,AMD230901C00082000,0,0,0,0,0,0,0,0,0,82.00,AMD230901P00082000,0,0,0,0,0,0,0,0,0
Fri Sep 01 2023,AMD230901C00083000,0,0,0,0,0,0,0,0,0,83.00,AMD230901P00083000,0,0,0,0,0,0,0,0,0
Fri Sep 01 2023,AMD230901C00084000,0,0,0,0,0,0,0,0,0,84.00,AMD230901P00084000,0,0,0,0,0,0,0,0,0
Fri Sep 01 2023,AMD230901C00085000,21.17,1.52,20.5,21,2,0.5896,0.9771,0.0046,29,85.00,AMD230901P00085000,0.11,-0.035,0.09,0.11,69,0.5686,-0.0232,0.0046,1630
Fri Sep 01 2023,AMD230901C00086000,0,0,0,0,0,0,0,0,0,86.00,AMD230901P00086000,0,0,0,0,0,0,0,0,0
Fri Sep 01 2023,AMD230901C00087000,0,0,0,0,0,0,0,0,0,87.00,AMD230901P00087000,0,0,0,0,0,0,0,0,0
Fri Sep 01 2023,AMD230901C00088000,0,0,0,0,0,0,0,0,0,88.00,AMD230901P00088000,0,0,0,0,0,0,0,0,0
Fri Sep 01 2023,AMD230901C00089000,0,0,0,0,0,0,0,0,0,89.00,AMD230901P00089000,0,0,0,0,0,0,0,0,0
Fri Sep 01 2023,AMD230901C00090000,15.65,0.75,15.7,16.1,52,0.5186,0.9483,0.0099,215,90.00,AMD230901P00090000,0.24,-0.12,0.23,0.25,500,0.5191,-0.052,0.0099,5139
Fri Sep 01 2023,AMD230901C00091000,0,0,0,0,0,0,0,0,0,91.00,AMD230901P00091000,0,0,0,0,0,0,0,0,0
Fri Sep 01 2023,AMD230901C00092000,0,0,0,0,0,0,0,0,0,92.00,AMD230901P00092000,0,0,0,0,0,0,0,0,0
Fri Sep 01 2023,AMD230901C00093000,12.8,0.65,12.95,13.35,128,0.4993,0.9122,0.0154,4,93.00,AMD230901P00093000,0.44,-0.19,0.42,0.46,95,0.4999,-0.0882,0.0155,208
Fri Sep 01 2023,AMD230901C00094000,11.89,0.59,12.05,12.35,3,0.4882,0.8956,0.0177,53,94.00,AMD230901P00094000,0.52,-0.24,0.5,0.54,36,0.4919,-0.105,0.0178,120
Fri Sep 01 2023,AMD230901C00095000,10.79,0.34,11.1,11.55,10,0.4981,0.8763,0.0202,103,95.00,AMD230901P00095000,0.66,-0.26,0.64,0.68,449,0.4912,-0.1243,0.0202,3614
Fri Sep 01 2023,AMD230901C00096000,10.8,1.15,10.25,10.6,38,0.4795,0.8542,0.0227,35,96.00,AMD230901P00096000,0.81,-0.29,0.75,0.8,48,0.4863,-0.1465,0.0228,95
Fri Sep 01 2023,AMD230901C00097000,9.2,0.35,9.4,9.75,3,0.488,0.8293,0.0254,75,97.00,AMD230901P00097000,0.95,-0.37,0.92,0.99,139,0.482,-0.1715,0.0255,437
Fri Sep 01 2023,AMD230901C00098000,8.35,0.25,8.6,9.05,19,0.4854,0.8016,0.028,26,98.00,AMD230901P00098000,1.15,-0.415,1.11,1.16,173,0.4802,-0.1993,0.0281,791
Fri Sep 01 2023,AMD230901C00099000,8.2,0.8,7.9,8.25,18,0.4781,0.7712,0.0306,75,99.00,AMD230901P00099000,1.4,-0.45,1.35,1.42,175,0.4775,-0.2298,0.0307,278
Fri Sep 01 2023,AMD230901C00100000,7.4,0.7,7.25,7.5,283,0.4741,0.7384,0.033,173,100.00,AMD230901P00100000,1.63,-0.535,1.6,1.7,884,0.4796,-0.2629,0.0332,2281
Fri Sep 01 2023,AMD230901C00101000,6.7,0.625,6.55,6.75,101,0.4794,0.7032,0.0352,180,101.00,AMD230901P00101000,1.94,-0.58,1.9,2.02,137,0.4778,-0.2982,0.0354,1166
Fri Sep 01 2023,AMD230901C00102000,5.95,0.475,5.9,6.1,90,0.4758,0.6662,0.0372,205,102.00,AMD230901P00102000,2.36,-0.555,2.24,2.37,424,0.4763,-0.3355,0.0374,1466
Fri Sep 01 2023,AMD230901C00103000,5.35,0.45,5.25,5.5,325,0.4738,0.6275,0.0388,112,103.00,AMD230901P00103000,2.46,-0.89,2.6,2.76,410,0.4769,-0.3744,0.039,3320
Fri Sep 01 2023,AMD230901C00104000,4.95,0.575,4.7,4.9,330,0.4732,0.5877,0.04,95,104.00,AMD230901P00104000,3.11,-0.715,3,3.2,314,0.4738,-0.4146,0.0403,962
Fri Sep 01 2023,AMD230901C00105000,4.25,0.375,4.15,4.25,1293,0.4676,0.5471,0.0408,1321,105.00,AMD230901P00105000,3.54,-0.785,3.45,3.6,1906,0.4712,-0.4555,0.0412,1654
Fri Sep 01 2023,AMD230901C00106000,3.65,0.225,3.65,3.8,252,0.4662,0.5061,0.0412,272,106.00,AMD230901P00106000,4.07,-0.805,3.95,4.1,792,0.4697,-0.4969,0.0416,781
Fri Sep 01 2023,AMD230901C00107000,3.44,0.415,3.2,3.3,387,0.466,0.4652,0.0412,908,107.00,AMD230901P00107000,4.57,-0.905,4.5,4.8,121,0.4694,-0.5382,0.0417,1487
Fri Sep 01 2023,AMD230901C00108000,2.8,0.16,2.8,2.91,862,0.4676,0.4248,0.0408,1068,108.00,AMD230901P00108000,4.94,-1.16,5.05,5.35,156,0.4733,-0.5791,0.0412,1050
Fri Sep 01 2023,AMD230901C00109000,2.56,0.26,2.42,2.45,299,0.4612,0.3853,0.0399,663,109.00,AMD230901P00109000,5.9,-0.85,5.7,5.85,88,0.463,-0.6191,0.0404,3509
Fri Sep 01 2023,AMD230901C00110000,2.11,0.115,2.09,2.18,1360,0.4652,0.3472,0.0386,1986,110.00,AMD230901P00110000,6.45,-1,6.35,6.6,292,0.4701,-0.6577,0.0392,2071
Fri Sep 01 2023,AMD230901C00111000,1.8,0.075,1.79,1.87,240,0.4607,0.311,0.0369,1375,111.00,AMD230901P00111000,7.29,-0.91,7.05,7.4,51,0.4729,-0.6945,0.0376,392
Fri Sep 01 2023,AMD230901C00112000,1.54,0.05,1.53,1.6,209,0.4609,0.2769,0.035,1201,112.00,AMD230901P00112000,7.6,-1.35,7.8,8.15,53,0.4675,-0.7292,0.0357,628
Fri Sep 01 2023,AMD230901C00113000,1.42,0.13,1.28,1.38,185,0.461,0.2453,0.0329,1462,113.00,AMD230901P00113000,8.22,-1.53,8.55,8.9,35,0.4721,-0.7614,0.0336,818
Fri Sep 01 2023,AMD230901C00114000,1.11,0.005,1.08,1.13,386,0.4614,0.2164,0.0306,1239,114.00,AMD230901P00114000,9.02,-1.555,9.35,9.75,15,0.4726,-0.791,0.0313,461
Fri Sep 01 2023,AMD230901C00115000,0.92,-0.025,0.93,0.96,791,0.4625,0.1901,0.0282,2623,115.00,AMD230901P00115000,9.89,-1.535,10.2,10.55,30,0.4818,-0.818,0.029,974
Fri Sep 01 2023,AMD230901C00116000,0.83,0.015,0.79,0.82,140,0.465,0.1666,0.0258,1482,116.00,AMD230901P00116000,11.5,-0.8,11.05,11.4,119,0.4782,-0.8422,0.0267,385
Fri Sep 01 2023,AMD230901C00117000,0.68,-0.02,0.66,0.7,209,0.4678,0.1456,0.0235,1011,117.00,AMD230901P00117000,12.4,-0.8,11.95,12.3,108,0.4853,-0.8638,0.0244,269
Fri Sep 01 2023,AMD230901C00118000,0.57,-0.03,0.57,0.59,352,0.4701,0.1271,0.0213,1001,118.00,AMD230901P00118000,12.54,-1.56,12.85,13.2,18,0.495,-0.883,0.0222,289
Fri Sep 01 2023,AMD230901C00119000,0.49,-0.025,0.48,0.51,168,0.4725,0.1108,0.0192,733,119.00,AMD230901P00119000,13.47,-1.555,13.75,14.15,3,0.4958,-0.8998,0.0201,134
Fri Sep 01 2023,AMD230901C00120000,0.42,-0.025,0.41,0.43,659,0.4768,0.0967,0.0172,2747,120.00,AMD230901P00120000,14.99,-0.96,14.7,15.05,4,0.5065,-0.9146,0.0182,239
