
Standard & Poors 500 Index,Last: 4369.71,Change:  -0.65
"Date: August 20, 2023 at 10:42 PM EDT",Bid: 4355.9199,Ask: 4387,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Aug 18 2023,SPX230818C01200000,3315.53,0,0,0,0,0,0,0,129,1200.00,SPX230818P01200000,0.1,0,0,0,0,0,0,0,3290
Fri Aug 18 2023,SPXW230818C01200000,3338.22,0,3146,3193.3,0,0,0,0,9,1200.00,SPXW230818P01200000,0.04,0,0,0.05,0,0,0,0,595
Fri Aug 18 2023,SPX230818C01400000,0,0,0,0,0,0,0,0,3,1400.00,SPX230818P01400000,0.05,0,0,0,0,0,0,0,1438
Fri Aug 18 2023,SPXW230818C01400000,2986.36,0,2951,2993.5,0,0,0,0,1,1400.00,SPXW230818P01400000,0.05,0,0,0.05,0,0,0,0,621
Fri Aug 18 2023,SPX230818C01600000,0,0,0,0,0,0,0,0,0,1600.00,SPX230818P01600000,0.1,0,0,0,0,0,0,0,3386
Fri Aug 18 2023,SPXW230818C01600000,2691.4,0,2745.4,2793.4,0,0,0,0,1,1600.00,SPXW230818P01600000,0.12,0,0,0.05,0,0,0,0,220
Fri Aug 18 2023,SPX230818C01700000,0,0,0,0,0,0,0,0,11,1700.00,SPX230818P01700000,0.05,0,0,0,0,0,0,0,1894
Fri Aug 18 2023,SPXW230818C01700000,0,0,2645.5,2693.4,0,0,0,0,0,1700.00,SPXW230818P01700000,0.07,0,0,0.05,0,0,0,0,84
Fri Aug 18 2023,SPX230818C01800000,2713.94,0,0,0,0,0,0,0,5,1800.00,SPX230818P01800000,0.52,0,0,0,0,0,0,0,8323
Fri Aug 18 2023,SPXW230818C01800000,0,0,2546,2593.4,0,0,0,0,0,1800.00,SPXW230818P01800000,0.05,0,0,0.05,0,0,0,0,415
Fri Aug 18 2023,SPX230818C01900000,0,0,0,0,0,0,0,0,0,1900.00,SPX230818P01900000,0.05,0,0,0,0,0,0,0,3221
Fri Aug 18 2023,SPXW230818C01900000,0,0,2446,2493.3,0,0,0,0,0,1900.00,SPXW230818P01900000,0.05,0,0,0.05,0,0,0,0,295
Fri Aug 18 2023,SPX230818C02000000,2570.36,0,0,0,0,0,0,0,77,2000.00,SPX230818P02000000,0.05,0,0,0,0,0,0,0,9921
Fri Aug 18 2023,SPXW230818C02000000,2586.68,0,2351,2393.1,0,0,0,0,1,2000.00,SPXW230818P02000000,0.05,0,0,0.05,0,0,0,0,361
Fri Aug 18 2023,SPX230818C02100000,0,0,0,0,0,0,0,0,0,2100.00,SPX230818P02100000,0.05,0,0,0,0,0,0,0,11107
Fri Aug 18 2023,SPXW230818C02100000,0,0,2246,2293,0,0,0,0,0,2100.00,SPXW230818P02100000,0.05,0,0,0.05,0,0,0,0,699
Fri Aug 18 2023,SPX230818C02200000,0,0,0,0,0,0,0,0,0,2200.00,SPX230818P02200000,0.05,0,0,0,0,0,0,0,16478
Fri Aug 18 2023,SPXW230818C02200000,0,0,2151,2193.4,0,0,0,0,0,2200.00,SPXW230818P02200000,0.05,0,0,0.05,0,0,0,0,438
Fri Aug 18 2023,SPX230818C02300000,0,0,0,0,0,0,0,0,0,2300.00,SPX230818P02300000,0.05,0,0,0,0,0,0,0,5532
Fri Aug 18 2023,SPXW230818C02300000,0,0,2045.5,2093.5,0,0,0,0,0,2300.00,SPXW230818P02300000,0.07,0,0,0.05,0,0,0,0,310
Fri Aug 18 2023,SPX230818C02350000,1752.8,0,0,0,0,0,0,0,1,2350.00,SPX230818P02350000,0.05,0,0,0,0,0,0,0,2544
Fri Aug 18 2023,SPXW230818C02350000,0,0,1995.4,2043.4,0,0,0,0,0,2350.00,SPXW230818P02350000,0.05,0,0,0.05,0,0,0,0,230
Fri Aug 18 2023,SPX230818C02400000,0,0,0,0,0,0,0,0,0,2400.00,SPX230818P02400000,0.05,0,0,0,0,0,0,0,4523
Fri Aug 18 2023,SPXW230818C02400000,0,0,1945.5,1993.2,0,0,0,0,0,2400.00,SPXW230818P02400000,0.05,0,0,0.05,0,0,0,0,1604
Fri Aug 18 2023,SPX230818C02450000,0,0,0,0,0,0,0,0,0,2450.00,SPX230818P02450000,0.05,0,0,0,0,0,0,0,9738
Fri Aug 18 2023,SPXW230818C02450000,0,0,1895.5,1943.4,0,0,0,0,0,2450.00,SPXW230818P02450000,0.05,0,0,0.05,0,0,0,0,2302
Fri Aug 18 2023,SPX230818C02500000,2051.1,0,0,0,0,0,0,0,4,2500.00,SPX230818P02500000,0.05,0,0,0,0,0,0,0,20256
Fri Aug 18 2023,SPXW230818C02500000,1885.79,0,1845.5,1893,0,0,0,0,1,2500.00,SPXW230818P02500000,0.05,0,0,0.05,0,0,0,0,3932
Fri Aug 18 2023,SPX230818C02550000,0,0,0,0,0,0,0,0,0,2550.00,SPX230818P02550000,0.05,0,0,0,0,0,0,0,10992
Fri Aug 18 2023,SPXW230818C02550000,1586.4,0,1795.5,1843.4,0,0,0,0,0,2550.00,SPXW230818P02550000,0.05,0,0,0.05,0,0,0,0,3349
Fri Aug 18 2023,SPX230818C02600000,0,0,0,0,0,0,0,0,0,2600.00,SPX230818P02600000,0.05,0,0,0,0,0,0,0,10874
Fri Aug 18 2023,SPXW230818C02600000,1875.3,0,1746,1793.2,0,0,0,0,1,2600.00,SPXW230818P02600000,0.05,0,0,0.05,0,0,0,0,1152
Fri Aug 18 2023,SPX230818C02650000,0,0,0,0,0,0,0,0,0,2650.00,SPX230818P02650000,0.05,0,0,0,0,0,0,0,3573
Fri Aug 18 2023,SPXW230818C02650000,0,0,1696,1743.4,0,0,0,0,0,2650.00,SPXW230818P02650000,0.15,0,0,0.05,0,0,0,0,737
Fri Aug 18 2023,SPX230818C02675000,0,0,0,0,0,0,0,0,0,2675.00,SPX230818P02675000,0.15,0,0,0,0,0,0,0,1908
Fri Aug 18 2023,SPXW230818C02675000,0,0,1671,1718.2,0,0,0,0,0,2675.00,SPXW230818P02675000,0.05,0,0,0.05,0,0,0,0,598
Fri Aug 18 2023,SPX230818C02700000,0,0,0,0,0,0,0,0,0,2700.00,SPX230818P02700000,0.05,0,0,0,0,0,0,0,10416
Fri Aug 18 2023,SPXW230818C02700000,0,0,1645.5,1693.2,0,0,0,0,0,2700.00,SPXW230818P02700000,0.05,0,0,0.05,0,0,0,0,896
Fri Aug 18 2023,SPX230818C02725000,0,0,0,0,0,0,0,0,0,2725.00,SPX230818P02725000,0.05,0,0,0,0,0,0,0,1919
Fri Aug 18 2023,SPXW230818C02725000,0,0,1620,1667.9,0,0,0,0,0,2725.00,SPXW230818P02725000,0.15,0,0,0.05,0,0,0,0,1517
Fri Aug 18 2023,SPX230818C02750000,0,0,0,0,0,0,0,0,0,2750.00,SPX230818P02750000,0.05,0,0,0,0,0,0,0,3617
Fri Aug 18 2023,SPXW230818C02750000,1614.7,-4.6,1595,1642.2,1,0,0,0,1,2750.00,SPXW230818P02750000,0.05,0,0,0.05,0,0,0,0,913
Fri Aug 18 2023,SPX230818C02775000,1783.43,0,0,0,0,0,0,0,1,2775.00,SPX230818P02775000,0.05,0,0,0,0,0,0,0,1395
Fri Aug 18 2023,SPXW230818C02775000,0,0,1570.5,1617.5,0,0,0,0,0,2775.00,SPXW230818P02775000,0.1,0,0,0.05,0,0,0,0,1612
Fri Aug 18 2023,SPX230818C02800000,1669.35,0,0,0,0,0,0,0,6,2800.00,SPX230818P02800000,0.05,0,0,0,0,0,0,0,12416
Fri Aug 18 2023,SPXW230818C02800000,1568.9,-0.45,1546,1593.6,4,0,0,0,11,2800.00,SPXW230818P02800000,0.05,0,0,0.05,0,0,0,0,794
Fri Aug 18 2023,SPX230818C02825000,0,0,0,0,0,0,0,0,0,2825.00,SPX230818P02825000,0.05,0,0,0,0,0,0,0,2667
Fri Aug 18 2023,SPXW230818C02825000,0,0,1520.1,1568.1,0,0,0,0,0,2825.00,SPXW230818P02825000,0.25,0,0,0.05,0,0,0,0,1578
Fri Aug 18 2023,SPX230818C02850000,0,0,0,0,0,0,0,0,0,2850.00,SPX230818P02850000,0.05,0,0,0,0,0,0,0,5790
Fri Aug 18 2023,SPXW230818C02850000,0,0,1495.3,1543.3,0,0,0,0,0,2850.00,SPXW230818P02850000,0.05,0,0,0.05,0,0,0,0,341
Fri Aug 18 2023,SPX230818C02875000,0,0,0,0,0,0,0,0,10,2875.00,SPX230818P02875000,0.05,0,0,0,0,0,0,0,1821
Fri Aug 18 2023,SPXW230818C02875000,0,0,1470.1,1518.1,0,0,0,0,0,2875.00,SPXW230818P02875000,0.1,0,0,0.05,0,0,0,0,359
Fri Aug 18 2023,SPX230818C02900000,1550.27,0,0,0,0,0,0,0,6,2900.00,SPX230818P02900000,0.05,0,0,0,0,0,0,0,7717
Fri Aug 18 2023,SPXW230818C02900000,1510.9,0,1446,1493.7,0,0,0,0,14,2900.00,SPXW230818P02900000,0.05,0,0,0.05,0,0,0,0,390
Fri Aug 18 2023,SPX230818C02925000,1256.47,0,0,0,0,0,0,0,1,2925.00,SPX230818P02925000,0.05,0,0,0,0,0,0,0,2701
Fri Aug 18 2023,SPXW230818C02925000,0,0,1421,1468.7,0,0,0,0,0,2925.00,SPXW230818P02925000,0.05,0,0,0.05,0,0,0,0,298
Fri Aug 18 2023,SPX230818C02950000,1519.69,0,0,0,0,0,0,0,29,2950.00,SPX230818P02950000,0.05,0,0,0,0,0,0,0,6170
Fri Aug 18 2023,SPXW230818C02950000,1197.03,0,1394.6,1442,0,0,0,0,0,2950.00,SPXW230818P02950000,0.05,0,0,0.05,0,0,0,0,206
Fri Aug 18 2023,SPX230818C02975000,0,0,0,0,0,0,0,0,0,2975.00,SPX230818P02975000,0.1,0,0,0,0,0,0,0,1297
Fri Aug 18 2023,SPXW230818C02975000,0,0,1370.1,1418.1,0,0,0,0,0,2975.00,SPXW230818P02975000,0.35,0,0,0.05,0,0,0,0,133
Fri Aug 18 2023,SPX230818C03000000,1429,0,0,0,0,0,0,0,92,3000.00,SPX230818P03000000,0.05,0,0,0,0,0,0,0,19552
Fri Aug 18 2023,SPXW230818C03000000,1368.1,0,1344.8,1392.8,0,0,0,0,237,3000.00,SPXW230818P03000000,0.05,0,0,0.05,0,0,0,0,900
Fri Aug 18 2023,SPX230818C03025000,1420.79,0,0,0,0,0,0,0,0,3025.00,SPX230818P03025000,0.05,0,0,0,0,0,0,0,1210
Fri Aug 18 2023,SPXW230818C03025000,0,0,1320.1,1368.1,0,0,0,0,0,3025.00,SPXW230818P03025000,0.29,0,0,0.05,0,0,0,0,417
Fri Aug 18 2023,SPX230818C03050000,1510.97,0,0,0,0,0,0,0,12,3050.00,SPX230818P03050000,0.05,0,0,0,0,0,0,0,3286
Fri Aug 18 2023,SPXW230818C03050000,1115.19,0,1296,1343.9,0,0,0,0,1,3050.00,SPXW230818P03050000,0.05,0,0,0.05,0,0,0,0,466
Fri Aug 18 2023,SPX230818C03075000,0,0,0,0,0,0,0,0,0,3075.00,SPX230818P03075000,0.05,0,0,0,0,0,0,0,3681
Fri Aug 18 2023,SPXW230818C03075000,1093.94,0,1270.4,1318.4,0,0,0,0,1,3075.00,SPXW230818P03075000,0.05,0,0,0.05,0,0,0,0,853
Fri Aug 18 2023,SPX230818C03100000,1427.66,0,0,0,0,0,0,0,23,3100.00,SPX230818P03100000,0.05,0,0,0,0,0,0,0,15649
Fri Aug 18 2023,SPXW230818C03100000,1290.78,0,1246,1293.7,0,0,0,0,21,3100.00,SPXW230818P03100000,0.05,0,0,0.05,0,0,0,0,1094
Fri Aug 18 2023,SPX230818C03125000,1059.94,0,0,0,0,0,0,0,3,3125.00,SPX230818P03125000,0.05,0,0,0,0,0,0,0,1760
Fri Aug 18 2023,SPXW230818C03125000,0,0,1224.3,1271,0,0,0,0,0,3125.00,SPXW230818P03125000,0.05,0,0,0.05,0,0,0,0,977
Fri Aug 18 2023,SPX230818C03150000,957.29,0,0,0,0,0,0,0,9,3150.00,SPX230818P03150000,0.1,0,0,0,0,0,0,0,7028
Fri Aug 18 2023,SPXW230818C03150000,1240.78,0,1195.5,1243.4,0,0,0,0,28,3150.00,SPXW230818P03150000,0.05,0,0,0.05,0,0,0,0,822
Fri Aug 18 2023,SPX230818C03175000,972.64,0,0,0,0,0,0,0,48,3175.00,SPX230818P03175000,0.1,0,0,0,0,0,0,0,2451
Fri Aug 18 2023,SPXW230818C03175000,0,0,1170,1217.6,0,0,0,0,0,3175.00,SPXW230818P03175000,0.05,0,0,0.05,0,0,0,0,1130
Fri Aug 18 2023,SPX230818C03200000,1327,0,0,0,0,0,0,0,39,3200.00,SPX230818P03200000,0.05,0,0,0,0,0,0,0,15535
Fri Aug 18 2023,SPXW230818C03200000,972.76,0,1145.1,1193.1,0,0,0,0,80,3200.00,SPXW230818P03200000,0.05,0,0,0.05,0,0,0,0,3087
Fri Aug 18 2023,SPX230818C03225000,933.58,0,0,0,0,0,0,0,28,3225.00,SPX230818P03225000,0.05,0,0,0,0,0,0,0,1343
Fri Aug 18 2023,SPXW230818C03225000,0,0,1121,1168.8,0,0,0,0,0,3225.00,SPXW230818P03225000,0.05,0,0,0.05,0,0,0,0,1068
Fri Aug 18 2023,SPX230818C03250000,910.8,0,0,0,0,0,0,0,85,3250.00,SPX230818P03250000,0.05,0,0,0,0,0,0,0,11561
Fri Aug 18 2023,SPXW230818C03250000,1116.9,-2.6,1095.4,1143.4,1,0,0,0,28,3250.00,SPXW230818P03250000,0.1,0,0,0.05,0,0,0,0,1733
Fri Aug 18 2023,SPX230818C03275000,1147.85,0,0,0,0,0,0,0,17,3275.00,SPX230818P03275000,0.05,0,0,0,0,0,0,0,1494
Fri Aug 18 2023,SPXW230818C03275000,0,0,1070.5,1118.5,0,0,0,0,0,3275.00,SPXW230818P03275000,0.05,0,0,0.05,0,0,0,0,1128
Fri Aug 18 2023,SPX230818C03280000,0,0,0,0,0,0,0,0,0,3280.00,SPX230818P03280000,0.05,0,0,0,0,0,0,0,244
Fri Aug 18 2023,SPXW230818C03280000,0,0,1065.6,1113.6,0,0,0,0,0,3280.00,SPXW230818P03280000,0.15,0,0,0.05,0,0,0,0,83
Fri Aug 18 2023,SPX230818C03290000,0,0,0,0,0,0,0,0,0,3290.00,SPX230818P03290000,0.07,0,0,0,0,0,0,0,381
Fri Aug 18 2023,SPXW230818C03290000,0,0,1055.1,1103,0,0,0,0,0,3290.00,SPXW230818P03290000,0.05,0,0,0.05,0,0,0,0,266
Fri Aug 18 2023,SPX230818C03300000,1129.43,0,0,0,0,0,0,0,13,3300.00,SPX230818P03300000,0.05,0,0,0,0,0,0,0,10021
Fri Aug 18 2023,SPXW230818C03300000,1178.89,0,1045.6,1093.6,0,0,0,0,15,3300.00,SPXW230818P03300000,0.05,0,0,0.05,0,0,0,0,822
Fri Aug 18 2023,SPX230818C03310000,1119.38,0,0,0,0,0,0,0,0,3310.00,SPX230818P03310000,0.05,0,0,0,0,0,0,0,379
Fri Aug 18 2023,SPXW230818C03310000,0,0,1036,1083.7,0,0,0,0,0,3310.00,SPXW230818P03310000,0.45,0,0,0.05,0,0,0,0,178
Fri Aug 18 2023,SPX230818C03320000,0,0,0,0,0,0,0,0,0,3320.00,SPX230818P03320000,0.3,0,0,0,0,0,0,0,1358
Fri Aug 18 2023,SPXW230818C03320000,0,0,1026,1073.7,0,0,0,0,0,3320.00,SPXW230818P03320000,0.45,0,0,0.05,0,0,0,0,285
Fri Aug 18 2023,SPX230818C03325000,859.17,0,0,0,0,0,0,0,21,3325.00,SPX230818P03325000,0.05,0,0,0,0,0,0,0,4336
Fri Aug 18 2023,SPXW230818C03325000,0,0,1020.2,1068.2,0,0,0,0,0,3325.00,SPXW230818P03325000,0.15,0,0,0.05,0,0,0,0,1122
Fri Aug 18 2023,SPX230818C03330000,0,0,0,0,0,0,0,0,0,3330.00,SPX230818P03330000,0.05,0,0,0,0,0,0,0,282
Fri Aug 18 2023,SPXW230818C03330000,0,0,1015.2,1063.2,0,0,0,0,0,3330.00,SPXW230818P03330000,0.3,0,0,0.05,0,0,0,0,283
Fri Aug 18 2023,SPX230818C03340000,0,0,0,0,0,0,0,0,0,3340.00,SPX230818P03340000,0.05,0,0,0,0,0,0,0,891
Fri Aug 18 2023,SPXW230818C03340000,826.64,0,1006,1053.7,0,0,0,0,1,3340.00,SPXW230818P03340000,0.35,0,0,0.05,0,0,0,0,214
Fri Aug 18 2023,SPX230818C03350000,1066.23,0,0,0,0,0,0,0,9,3350.00,SPX230818P03350000,0.05,0,0,0,0,0,0,0,3613
Fri Aug 18 2023,SPXW230818C03350000,0,0,995.5,1043.5,0,0,0,0,0,3350.00,SPXW230818P03350000,0.05,0,0,0.05,0,0,0,0,3323
Fri Aug 18 2023,SPX230818C03360000,0,0,0,0,0,0,0,0,0,3360.00,SPX230818P03360000,0.1,0,0,0,0,0,0,0,906
Fri Aug 18 2023,SPXW230818C03360000,0,0,986,1033.5,0,0,0,0,0,3360.00,SPXW230818P03360000,0.15,0,0,0.05,0,0,0,0,273
Fri Aug 18 2023,SPX230818C03370000,0,0,0,0,0,0,0,0,0,3370.00,SPX230818P03370000,0.05,0,0,0,0,0,0,0,443
Fri Aug 18 2023,SPXW230818C03370000,0,0,975.5,1023.4,0,0,0,0,0,3370.00,SPXW230818P03370000,0.1,0,0,0.05,0,0,0,0,211
Fri Aug 18 2023,SPX230818C03375000,652.29,0,0,0,0,0,0,0,35,3375.00,SPX230818P03375000,0.2,0,0,0,0,0,0,0,2285
Fri Aug 18 2023,SPXW230818C03375000,1104.94,0,970.1,1018.1,0,0,0,0,2,3375.00,SPXW230818P03375000,0.05,0,0,0.05,0,0,0,0,139
Fri Aug 18 2023,SPX230818C03380000,0,0,0,0,0,0,0,0,0,3380.00,SPX230818P03380000,0.05,0,0,0,0,0,0,0,868
Fri Aug 18 2023,SPXW230818C03380000,1160,0,965.1,1013.1,0,0,0,0,4,3380.00,SPXW230818P03380000,0.05,0,0,0.05,0,0,0,0,143
Fri Aug 18 2023,SPX230818C03390000,0,0,0,0,0,0,0,0,0,3390.00,SPX230818P03390000,0.5,0,0,0,0,0,0,0,712
Fri Aug 18 2023,SPXW230818C03390000,959.25,-20.35,955.7,1003.7,10,0,0,0,10,3390.00,SPXW230818P03390000,0.8,0,0,0.05,0,0,0,0,44
Fri Aug 18 2023,SPX230818C03400000,1124,0,0,0,0,0,0,0,7,3400.00,SPX230818P03400000,0.05,0,0,0,0,0,0,0,23276
Fri Aug 18 2023,SPXW230818C03400000,939.03,-30.57,945.5,988.5,1,0,0,0,4,3400.00,SPXW230818P03400000,0.03,0.005,0,0.05,1,0,0,0,5729
Fri Aug 18 2023,SPX230818C03410000,674.14,0,0,0,0,0,0,0,4,3410.00,SPX230818P03410000,0.05,0,0,0,0,0,0,0,805
Fri Aug 18 2023,SPXW230818C03410000,0,0,935.2,983.2,0,0,0,0,0,3410.00,SPXW230818P03410000,0.4,0,0,0.05,0,0,0,0,310
Fri Aug 18 2023,SPX230818C03420000,667.42,0,0,0,0,0,0,0,2,3420.00,SPX230818P03420000,0.05,0,0,0,0,0,0,0,957
Fri Aug 18 2023,SPXW230818C03420000,0,0,926.2,974.2,0,0,0,0,0,3420.00,SPXW230818P03420000,0.05,0,0,0.05,0,0,0,0,138
Fri Aug 18 2023,SPX230818C03425000,744.16,0,0,0,0,0,0,0,40,3425.00,SPX230818P03425000,0.05,0,0,0,0,0,0,0,2248
Fri Aug 18 2023,SPXW230818C03425000,1033.24,0,921,966.8,0,0,0,0,2,3425.00,SPXW230818P03425000,0.05,0,0,0.05,0,0,0,0,246
Fri Aug 18 2023,SPX230818C03430000,0,0,0,0,0,0,0,0,0,3430.00,SPX230818P03430000,0.05,0,0,0,0,0,0,0,1334
Fri Aug 18 2023,SPXW230818C03430000,0,0,916,963.2,0,0,0,0,0,3430.00,SPXW230818P03430000,0.74,0,0,0.05,0,0,0,0,146
Fri Aug 18 2023,SPX230818C03440000,1005.45,0,0,0,0,0,0,0,0,3440.00,SPX230818P03440000,0.05,0,0,0,0,0,0,0,720
Fri Aug 18 2023,SPXW230818C03440000,0,0,911.7,948.5,0,0,0,0,0,3440.00,SPXW230818P03440000,0.1,0,0,0.05,0,0,0,0,36
Fri Aug 18 2023,SPX230818C03450000,948.25,0,0,0,0,0,0,0,80,3450.00,SPX230818P03450000,0.05,0,0,0,0,0,0,0,7841
Fri Aug 18 2023,SPXW230818C03450000,708.4,0,896,940.9,0,0,0,0,2,3450.00,SPXW230818P03450000,0.05,0.025,0,0.05,1,0,0,0,789
Fri Aug 18 2023,SPX230818C03460000,983.57,0,0,0,0,0,0,0,0,3460.00,SPX230818P03460000,0.05,0,0,0,0,0,0,0,1319
Fri Aug 18 2023,SPXW230818C03460000,1076.51,0,886,933.4,0,0,0,0,2,3460.00,SPXW230818P03460000,0.1,0,0,0.05,0,0,0,0,400
Fri Aug 18 2023,SPX230818C03470000,662.74,0,0,0,0,0,0,0,2,3470.00,SPX230818P03470000,0.05,0,0,0,0,0,0,0,1382
Fri Aug 18 2023,SPXW230818C03470000,0,0,875.5,923.1,0,0,0,0,0,3470.00,SPXW230818P03470000,0.05,0,0,0.05,0,0,0,0,231
Fri Aug 18 2023,SPX230818C03475000,645.05,0,0,0,0,0,0,0,44,3475.00,SPX230818P03475000,0.05,0,0,0,0,0,0,0,6751
Fri Aug 18 2023,SPXW230818C03475000,0,0,871,918.3,0,0,0,0,0,3475.00,SPXW230818P03475000,0.15,0,0,0.05,0,0,0,0,6746
Fri Aug 18 2023,SPX230818C03480000,914.97,0,0,0,0,0,0,0,8,3480.00,SPX230818P03480000,0.05,0,0,0,0,0,0,0,943
Fri Aug 18 2023,SPXW230818C03480000,622.33,0,866,913.4,0,0,0,0,2,3480.00,SPXW230818P03480000,0.05,0,0,0.05,0,0,0,0,206
Fri Aug 18 2023,SPX230818C03490000,0,0,0,0,0,0,0,0,0,3490.00,SPX230818P03490000,0.05,0,0,0,0,0,0,0,3137
Fri Aug 18 2023,SPXW230818C03490000,0,0,856,903.4,0,0,0,0,0,3490.00,SPXW230818P03490000,0.55,0,0,0.05,0,0,0,0,139
Fri Aug 18 2023,SPX230818C03500000,894.97,0,0,0,0,0,0,0,170,3500.00,SPX230818P03500000,0.05,0,0,0,0,0,0,0,28776
Fri Aug 18 2023,SPXW230818C03500000,957.52,0,846,888.5,0,0,0,0,22,3500.00,SPXW230818P03500000,0.05,0,0,0.05,0,0,0,0,5934
Fri Aug 18 2023,SPX230818C03510000,805.25,0,0,0,0,0,0,0,0,3510.00,SPX230818P03510000,0.45,0,0,0,0,0,0,0,565
Fri Aug 18 2023,SPXW230818C03510000,0,0,836,883.3,0,0,0,0,0,3510.00,SPXW230818P03510000,0.15,0,0,0.05,0,0,0,0,241
Fri Aug 18 2023,SPX230818C03520000,621.39,0,0,0,0,0,0,0,3,3520.00,SPX230818P03520000,0.15,0,0,0,0,0,0,0,852
Fri Aug 18 2023,SPXW230818C03520000,0,0,826,869,0,0,0,0,0,3520.00,SPXW230818P03520000,0.3,0,0,0.05,0,0,0,0,554
Fri Aug 18 2023,SPX230818C03525000,615.97,0,0,0,0,0,0,0,82,3525.00,SPX230818P03525000,0.1,0,0,0,0,0,0,0,2731
Fri Aug 18 2023,SPXW230818C03525000,655.61,0,820.5,868.5,0,0,0,0,1,3525.00,SPXW230818P03525000,0.05,0,0,0.05,0,0,0,0,1023
Fri Aug 18 2023,SPX230818C03530000,0,0,0,0,0,0,0,0,0,3530.00,SPX230818P03530000,0.1,0,0,0,0,0,0,0,739
Fri Aug 18 2023,SPXW230818C03530000,612.1,0,816,863.4,0,0,0,0,1,3530.00,SPXW230818P03530000,0.1,0,0,0.05,0,0,0,0,430
Fri Aug 18 2023,SPX230818C03540000,0,0,0,0,0,0,0,0,0,3540.00,SPX230818P03540000,0.4,0,0,0,0,0,0,0,736
Fri Aug 18 2023,SPXW230818C03540000,0,0,806,853.4,0,0,0,0,0,3540.00,SPXW230818P03540000,0.05,0,0,0.05,0,0,0,0,252
Fri Aug 18 2023,SPX230818C03550000,865.18,0,0,0,0,0,0,0,19,3550.00,SPX230818P03550000,0.05,0,0,0,0,0,0,0,6583
Fri Aug 18 2023,SPXW230818C03550000,0,0,795.5,838.5,0,0,0,0,0,3550.00,SPXW230818P03550000,0.1,0,0,0.05,0,0,0,0,2924
Fri Aug 18 2023,SPX230818C03560000,0,0,0,0,0,0,0,0,0,3560.00,SPX230818P03560000,0.5,0,0,0,0,0,0,0,1520
Fri Aug 18 2023,SPXW230818C03560000,806.3,-3.4,785.5,829.6,1,0,0,0,0,3560.00,SPXW230818P03560000,0.3,0,0,0.05,0,0,0,0,216
Fri Aug 18 2023,SPX230818C03570000,511.96,0,0,0,0,0,0,0,20,3570.00,SPX230818P03570000,0.55,0,0,0,0,0,0,0,1401
Fri Aug 18 2023,SPXW230818C03570000,0,0,776,823.2,0,0,0,0,0,3570.00,SPXW230818P03570000,0.05,0,0,0.05,0,0,0,0,115
Fri Aug 18 2023,SPX230818C03575000,834.05,0,0,0,0,0,0,0,134,3575.00,SPX230818P03575000,0.1,0,0,0,0,0,0,0,6841
Fri Aug 18 2023,SPXW230818C03575000,882.52,0,771,818.5,0,0,0,0,1,3575.00,SPXW230818P03575000,0.05,0,0,0.05,0,0,0,0,4352
Fri Aug 18 2023,SPX230818C03580000,829.2,0,0,0,0,0,0,0,49,3580.00,SPX230818P03580000,0.95,0,0,0,0,0,0,0,620
Fri Aug 18 2023,SPXW230818C03580000,640.91,0,766,812.9,0,0,0,0,2,3580.00,SPXW230818P03580000,0.05,0,0,0.05,0,0,0,0,497
